Node	Storage	Period	storENInstalledCap
ES432	HydroPumpStorage	2	108173.58400034888
ES432	Li-Ion_BESS	1	0.00013138490867709273
ES432	Li-Ion_BESS	2	0.003743397358960448
ES511	HydroPumpStorage	1	0.0
ES511	HydroPumpStorage	2	0.0
ES511	Li-Ion_BESS	1	0.00013002652645918532
ES511	Li-Ion_BESS	2	183.0025197460738
ES512	HydroPumpStorage	1	0.0
ES512	HydroPumpStorage	2	0.0
ES512	Li-Ion_BESS	1	0.0001297246489674669
ES512	Li-Ion_BESS	2	0.02019453200209575
ES513	HydroPumpStorage	1	211855.53200001962
ES513	HydroPumpStorage	2	211855.5320002617
ES513	Li-Ion_BESS	1	0.00012984498024732222
ES513	Li-Ion_BESS	2	0.00581396469503372
ES514	HydroPumpStorage	1	0.0
ES514	HydroPumpStorage	2	0.0
ES514	Li-Ion_BESS	1	0.00012988728002739572
ES514	Li-Ion_BESS	2	0.005673603067165855
ES521	HydroPumpStorage	1	0.0
ES521	HydroPumpStorage	2	0.0
ES521	Li-Ion_BESS	1	0.00013281187065678307
ES521	Li-Ion_BESS	2	0.006250528141951619
ES522	HydroPumpStorage	1	0.0
ES522	HydroPumpStorage	2	0.0
ES522	Li-Ion_BESS	1	0.0001306881861723865
ES522	Li-Ion_BESS	2	0.004643173786331003
ES523	HydroPumpStorage	1	430635.67100020795
ES523	HydroPumpStorage	2	430635.6710002478
ES523	Li-Ion_BESS	1	0.00013087834332573315
ES523	Li-Ion_BESS	2	0.003096786956227537
ES532	HydroPumpStorage	1	0.0
ES532	HydroPumpStorage	2	0.0
ES532	Li-Ion_BESS	1	0.00013120670470877737
ES532	Li-Ion_BESS	2	0.0035233278117336696
ES611	HydroPumpStorage	1	0.0
ES611	HydroPumpStorage	2	0.0
ES611	Li-Ion_BESS	1	0.00013531867625564653
ES611	Li-Ion_BESS	2	647.1719420803533
ES612	HydroPumpStorage	1	0.0
ES612	HydroPumpStorage	2	0.0
ES612	Li-Ion_BESS	1	0.00013287507790644336
ES612	Li-Ion_BESS	2	0.002866224780368085
ES613	HydroPumpStorage	1	0.0
ES613	HydroPumpStorage	2	0.0
ES613	Li-Ion_BESS	1	0.00013341921196769797
ES613	Li-Ion_BESS	2	0.029692186451310366
ES614	HydroPumpStorage	1	0.0
ES614	HydroPumpStorage	2	0.0
ES614	Li-Ion_BESS	1	0.0001357127898864906
ES614	Li-Ion_BESS	2	1483.2652594026458
ES615	HydroPumpStorage	1	0.0
ES615	HydroPumpStorage	2	0.0
ES615	Li-Ion_BESS	1	0.00013151303453561312
ES615	Li-Ion_BESS	2	0.0023733819683236053
ES616	HydroPumpStorage	1	0.0
ES616	HydroPumpStorage	2	0.0
ES616	Li-Ion_BESS	1	0.00013351598686452511
ES616	Li-Ion_BESS	2	0.013597967074960906
ES617	HydroPumpStorage	1	107050.67500034934
ES617	HydroPumpStorage	2	107050.6750003919
ES617	Li-Ion_BESS	1	0.00013279964089109154
ES617	Li-Ion_BESS	2	0.004544113671950359
ES618	HydroPumpStorage	1	58765.580000116264
ES618	HydroPumpStorage	2	58765.58000016663
ES618	Li-Ion_BESS	1	0.00013335442764583543
ES618	Li-Ion_BESS	2	0.005721413630504094
ES620	HydroPumpStorage	1	0.0
ES620	HydroPumpStorage	2	0.0
ES620	Li-Ion_BESS	1	0.0001326298326182531
ES620	Li-Ion_BESS	2	0.003888650494029697
EU	HydroPumpStorage	1	740683.8060000221
EU	HydroPumpStorage	2	740683.8060110792
EU	Li-Ion_BESS	1	0.0001388702666097142
EU	Li-Ion_BESS	2	0.0015436429686564977
France	HydroPumpStorage	1	184296.0000000211
France	HydroPumpStorage	2	184296.00000027748
France	Li-Ion_BESS	1	0.00015100544806126556
France	Li-Ion_BESS	2	0.001512723539812823
Italy	HydroPumpStorage	1	38626.000001427914
Italy	HydroPumpStorage	2	42488.59997840497
Italy	Li-Ion_BESS	1	0.00014126882483408957
Italy	Li-Ion_BESS	2	4261.237961287844
Portugal	HydroPumpStorage	1	107254.08000035699
Portugal	HydroPumpStorage	2	107254.080000399
Portugal	Li-Ion_BESS	1	0.00013357294204555662
Portugal	Li-Ion_BESS	2	0.002655837399393558
