Node	Storage	Period	storENInstalledCap
ES419	Li-Ion_BESS	2	0.007556890936837779
ES419	Li-Ion_BESS	3	0.04396066359747801
ES421	HydroPumpStorage	1	0.0
ES421	HydroPumpStorage	2	0.0
ES421	HydroPumpStorage	3	0.0
ES421	Li-Ion_BESS	1	0.0014307821366023443
ES421	Li-Ion_BESS	2	0.00839680106327367
ES421	Li-Ion_BESS	3	0.10497453539615527
ES422	HydroPumpStorage	1	0.0
ES422	HydroPumpStorage	2	0.0
ES422	HydroPumpStorage	3	0.0
ES422	Li-Ion_BESS	1	0.0014424960962217295
ES422	Li-Ion_BESS	2	0.00890863082180573
ES422	Li-Ion_BESS	3	0.14197987112876212
ES423	HydroPumpStorage	1	0.0
ES423	HydroPumpStorage	2	0.0
ES423	HydroPumpStorage	3	0.0
ES423	Li-Ion_BESS	1	0.0014229880340364172
ES423	Li-Ion_BESS	2	0.00813672098716252
ES423	Li-Ion_BESS	3	0.13749583027861492
ES424	HydroPumpStorage	1	62508.61100017828
ES424	HydroPumpStorage	2	62508.61100043628
ES424	HydroPumpStorage	3	62508.61100106014
ES424	Li-Ion_BESS	1	0.0014197510235045474
ES424	Li-Ion_BESS	2	0.007968209174242152
ES424	Li-Ion_BESS	3	630.0235791618986
ES425	HydroPumpStorage	1	0.0
ES425	HydroPumpStorage	2	0.0
ES425	HydroPumpStorage	3	0.0
ES425	Li-Ion_BESS	1	0.0014343405658204268
ES425	Li-Ion_BESS	2	0.008436571919696052
ES425	Li-Ion_BESS	3	204.38162935244728
ES431	HydroPumpStorage	1	0.0
ES431	HydroPumpStorage	2	0.0
ES431	HydroPumpStorage	3	0.0
ES431	Li-Ion_BESS	1	0.0014363992170051295
ES431	Li-Ion_BESS	2	0.008911598703413726
ES431	Li-Ion_BESS	3	1059.0592527344515
ES432	HydroPumpStorage	1	108173.5840002642
ES432	HydroPumpStorage	2	108173.58400052392
ES432	HydroPumpStorage	3	108173.58400114413
ES432	Li-Ion_BESS	1	0.0014192127026471887
ES432	Li-Ion_BESS	2	0.007876398982219424
ES432	Li-Ion_BESS	3	0.08754978843931682
ES511	HydroPumpStorage	1	0.0
ES511	HydroPumpStorage	2	0.0
ES511	HydroPumpStorage	3	0.0
ES511	Li-Ion_BESS	1	0.0014421136053908458
ES511	Li-Ion_BESS	2	0.010815906639607815
ES511	Li-Ion_BESS	3	10638.297442600686
ES512	HydroPumpStorage	1	0.0
ES512	HydroPumpStorage	2	0.0
ES512	HydroPumpStorage	3	0.0
ES512	Li-Ion_BESS	1	0.001449693351992108
ES512	Li-Ion_BESS	2	0.009850142543591874
ES512	Li-Ion_BESS	3	5609.117986006484
ES513	HydroPumpStorage	1	211855.5320001654
ES513	HydroPumpStorage	2	211855.53200044186
ES513	HydroPumpStorage	3	211855.5320010631
ES513	Li-Ion_BESS	1	0.0014335926074916833
ES513	Li-Ion_BESS	2	0.008925467939669187
ES513	Li-Ion_BESS	3	0.0960132846122562
ES514	HydroPumpStorage	1	0.0
ES514	HydroPumpStorage	2	0.0
ES514	HydroPumpStorage	3	0.0
ES514	Li-Ion_BESS	1	0.0014361664020851033
ES514	Li-Ion_BESS	2	0.008908740996968804
ES514	Li-Ion_BESS	3	0.07484101146534487
ES521	HydroPumpStorage	1	0.0
ES521	HydroPumpStorage	2	0.0
ES521	HydroPumpStorage	3	0.0
ES521	Li-Ion_BESS	1	0.0014395745181855174
ES521	Li-Ion_BESS	2	0.009100960027879629
ES521	Li-Ion_BESS	3	2107.756774047683
ES522	HydroPumpStorage	1	0.0
ES522	HydroPumpStorage	2	0.0
ES522	HydroPumpStorage	3	0.0
ES522	Li-Ion_BESS	1	0.001427421122768719
ES522	Li-Ion_BESS	2	0.008329693951187794
ES522	Li-Ion_BESS	3	2144.9364324917774
ES523	HydroPumpStorage	1	430635.67100016534
ES523	HydroPumpStorage	2	430635.6710004241
ES523	HydroPumpStorage	3	430635.67100110947
ES523	Li-Ion_BESS	1	0.0014180888438359274
ES523	Li-Ion_BESS	2	0.007260660913354724
ES523	Li-Ion_BESS	3	0.1017733423640613
ES532	HydroPumpStorage	1	0.0
ES532	HydroPumpStorage	2	0.0
ES532	HydroPumpStorage	3	0.0
ES532	Li-Ion_BESS	1	0.001831478756476972
ES532	Li-Ion_BESS	2	45.784660838813856
ES532	Li-Ion_BESS	3	1877.6233618229176
ES611	HydroPumpStorage	1	0.0
ES611	HydroPumpStorage	2	0.0
ES611	HydroPumpStorage	3	0.0
ES611	Li-Ion_BESS	1	0.0014746880080609077
ES611	Li-Ion_BESS	2	0.012292518880143379
ES611	Li-Ion_BESS	3	3977.0735122175697
ES612	HydroPumpStorage	1	0.0
ES612	HydroPumpStorage	2	0.0
ES612	HydroPumpStorage	3	0.0
ES612	Li-Ion_BESS	1	0.0014456374847044758
ES612	Li-Ion_BESS	2	0.008086693094339403
ES612	Li-Ion_BESS	3	0.13976413838802054
ES613	HydroPumpStorage	1	0.0
ES613	HydroPumpStorage	2	0.0
ES613	HydroPumpStorage	3	0.0
ES613	Li-Ion_BESS	1	0.0014537971404193083
ES613	Li-Ion_BESS	2	0.010116931478760405
ES613	Li-Ion_BESS	3	1744.7443219920938
ES614	HydroPumpStorage	1	0.0
ES614	HydroPumpStorage	2	0.0
ES614	HydroPumpStorage	3	0.0
ES614	Li-Ion_BESS	1	0.0014731899758199873
ES614	Li-Ion_BESS	2	0.012419130285953386
ES614	Li-Ion_BESS	3	4223.317118212604
ES615	HydroPumpStorage	1	0.0
ES615	HydroPumpStorage	2	0.0
ES615	HydroPumpStorage	3	0.0
ES615	Li-Ion_BESS	1	0.001436613228045677
ES615	Li-Ion_BESS	2	0.008225223465319424
ES615	Li-Ion_BESS	3	164.06651542160444
ES616	HydroPumpStorage	1	0.0
ES616	HydroPumpStorage	2	0.0
ES616	HydroPumpStorage	3	0.0
ES616	Li-Ion_BESS	1	0.0014437734173246327
ES616	Li-Ion_BESS	2	0.009904506667976995
ES616	Li-Ion_BESS	3	371.9129860848919
ES617	HydroPumpStorage	1	107050.67500017489
ES617	HydroPumpStorage	2	107050.67500043348
ES617	HydroPumpStorage	3	107050.67500105384
ES617	Li-Ion_BESS	1	0.0014455199409117922
ES617	Li-Ion_BESS	2	0.00910534445967461
ES617	Li-Ion_BESS	3	3.576717377919084
ES618	HydroPumpStorage	1	58765.580000487804
ES618	HydroPumpStorage	2	58765.58000074551
ES618	HydroPumpStorage	3	58765.58000137282
ES618	Li-Ion_BESS	1	0.001449329686548779
ES618	Li-Ion_BESS	2	0.00897957289124523
ES618	Li-Ion_BESS	3	1345.15330047676
ES620	HydroPumpStorage	1	0.0
ES620	HydroPumpStorage	2	0.0
ES620	HydroPumpStorage	3	0.0
ES620	Li-Ion_BESS	1	0.0014484358563752221
ES620	Li-Ion_BESS	2	0.009091116236644376
ES620	Li-Ion_BESS	3	0.13759561964116196
EU	HydroPumpStorage	1	779309.8060060865
EU	HydroPumpStorage	2	779309.8060851288
EU	HydroPumpStorage	3	779309.8061482711
EU	Li-Ion_BESS	1	0.0016346813825134404
EU	Li-Ion_BESS	2	27449.1570731847
EU	Li-Ion_BESS	3	58013.41944127389
France	HydroPumpStorage	1	184296.00000019075
France	HydroPumpStorage	2	184296.00000050463
France	HydroPumpStorage	3	184296.00000122134
France	Li-Ion_BESS	1	0.0014617564296943093
France	Li-Ion_BESS	2	26182.058406538872
France	Li-Ion_BESS	3	26182.05849081288
Portugal	HydroPumpStorage	1	107254.08000021646
Portugal	HydroPumpStorage	2	107254.08000047966
Portugal	HydroPumpStorage	3	107254.08000112552
Portugal	Li-Ion_BESS	1	0.0010205567071187942
Portugal	Li-Ion_BESS	2	0.007782747931955691
Portugal	Li-Ion_BESS	3	0.04980374590170003
