Node	Storage	Period	storENInstalledCap
ES514	Li-Ion_BESS	1	0.00020488581413102174
ES514	Li-Ion_BESS	2	0.0020526068783945214
ES521	HydroPumpStorage	1	0.0
ES521	HydroPumpStorage	2	0.0
ES521	Li-Ion_BESS	1	0.0002370783323867316
ES521	Li-Ion_BESS	2	1192.1452579792067
ES522	HydroPumpStorage	1	0.0
ES522	HydroPumpStorage	2	0.0
ES522	Li-Ion_BESS	1	0.0002127547183185484
ES522	Li-Ion_BESS	2	0.005004523513535133
ES523	HydroPumpStorage	1	430635.6710000355
ES523	HydroPumpStorage	2	430635.671000113
ES523	Li-Ion_BESS	1	0.000203836510107035
ES523	Li-Ion_BESS	2	0.002402230997035397
ES532	HydroPumpStorage	1	0.0
ES532	HydroPumpStorage	2	0.0
ES532	Li-Ion_BESS	1	0.00022560476301627036
ES532	Li-Ion_BESS	2	76.19195089369592
ES611	HydroPumpStorage	1	0.0
ES611	HydroPumpStorage	2	0.0
ES611	Li-Ion_BESS	1	0.0002766295240722264
ES611	Li-Ion_BESS	2	2216.170068219326
ES612	HydroPumpStorage	1	0.0
ES612	HydroPumpStorage	2	0.0
ES612	Li-Ion_BESS	1	0.00021352730927363633
ES612	Li-Ion_BESS	2	0.0018990237198444385
ES613	HydroPumpStorage	1	0.0
ES613	HydroPumpStorage	2	0.0
ES613	Li-Ion_BESS	1	0.0002644867866642134
ES613	Li-Ion_BESS	2	664.4829324784586
ES614	HydroPumpStorage	1	0.0
ES614	HydroPumpStorage	2	0.0
ES614	Li-Ion_BESS	1	0.00027108064411695675
ES614	Li-Ion_BESS	2	3039.600256857801
ES615	HydroPumpStorage	1	0.0
ES615	HydroPumpStorage	2	0.0
ES615	Li-Ion_BESS	1	0.00021853737797591642
ES615	Li-Ion_BESS	2	0.0031302595798835403
ES616	HydroPumpStorage	1	0.0
ES616	HydroPumpStorage	2	0.0
ES616	Li-Ion_BESS	1	0.0002380716430000277
ES616	Li-Ion_BESS	2	252.94531560385238
ES617	HydroPumpStorage	1	107050.67500003555
ES617	HydroPumpStorage	2	107050.67500011317
ES617	Li-Ion_BESS	1	0.0002243937101267108
ES617	Li-Ion_BESS	2	0.002610038081074818
ES618	HydroPumpStorage	1	58765.58000003563
ES618	HydroPumpStorage	2	58765.58000011342
ES618	Li-Ion_BESS	1	0.00023324536165180042
ES618	Li-Ion_BESS	2	0.00900451465063564
ES620	HydroPumpStorage	1	0.0
ES620	HydroPumpStorage	2	0.0
ES620	Li-Ion_BESS	1	0.00023693885508230218
ES620	Li-Ion_BESS	2	0.002746469582672921
EU	HydroPumpStorage	1	779309.8060001242
EU	HydroPumpStorage	2	779309.8060068944
EU	Li-Ion_BESS	1	0.0003067285790385061
EU	Li-Ion_BESS	2	126364.94650305338
France	HydroPumpStorage	1	184296.0000000493
France	HydroPumpStorage	2	184296.00000014427
France	Li-Ion_BESS	1	7.521602958727976e-05
France	Li-Ion_BESS	2	691.7473794609884
Portugal	HydroPumpStorage	1	107254.08000003573
Portugal	HydroPumpStorage	2	107254.0800001139
Portugal	Li-Ion_BESS	1	0.00014588640687815022
Portugal	Li-Ion_BESS	2	0.0013424318232836386
