Node	Storage	Period	storENInstalledCap
ES432	HydroPumpStorage	2	108173.58400014362
ES432	Li-Ion_BESS	1	0.00042975499929895973
ES432	Li-Ion_BESS	2	0.007486173453132385
ES511	HydroPumpStorage	1	0.0
ES511	HydroPumpStorage	2	0.0
ES511	Li-Ion_BESS	1	0.00043639792838158536
ES511	Li-Ion_BESS	2	921.596795762203
ES512	HydroPumpStorage	1	0.0
ES512	HydroPumpStorage	2	0.0
ES512	Li-Ion_BESS	1	0.00043217788516777686
ES512	Li-Ion_BESS	2	0.06248473356226963
ES513	HydroPumpStorage	1	211855.53200004558
ES513	HydroPumpStorage	2	211855.53200006377
ES513	Li-Ion_BESS	1	0.00042721490626434274
ES513	Li-Ion_BESS	2	0.010266375681307734
ES514	HydroPumpStorage	1	0.0
ES514	HydroPumpStorage	2	0.0
ES514	Li-Ion_BESS	1	0.00042609837858896386
ES514	Li-Ion_BESS	2	0.009890761476588232
ES521	HydroPumpStorage	1	0.0
ES521	HydroPumpStorage	2	0.0
ES521	Li-Ion_BESS	1	0.00044592550231693914
ES521	Li-Ion_BESS	2	0.03366555861409559
ES522	HydroPumpStorage	1	0.0
ES522	HydroPumpStorage	2	0.0
ES522	Li-Ion_BESS	1	0.0004342777665300712
ES522	Li-Ion_BESS	2	0.013133168794324149
ES523	HydroPumpStorage	1	430635.67100004543
ES523	HydroPumpStorage	2	430635.6710002269
ES523	Li-Ion_BESS	1	0.000428552595108493
ES523	Li-Ion_BESS	2	0.007732270163104563
ES532	HydroPumpStorage	1	0.0
ES532	HydroPumpStorage	2	0.0
ES532	Li-Ion_BESS	1	0.0004402303767027418
ES532	Li-Ion_BESS	2	0.01747263922244912
ES611	HydroPumpStorage	1	0.0
ES611	HydroPumpStorage	2	0.0
ES611	Li-Ion_BESS	1	0.00046691889445799663
ES611	Li-Ion_BESS	2	1009.9472228702336
ES612	HydroPumpStorage	1	0.0
ES612	HydroPumpStorage	2	0.0
ES612	Li-Ion_BESS	1	0.0004389779317438923
ES612	Li-Ion_BESS	2	0.005451660183928662
ES613	HydroPumpStorage	1	0.0
ES613	HydroPumpStorage	2	0.0
ES613	Li-Ion_BESS	1	0.00045652802219828357
ES613	Li-Ion_BESS	2	0.2477286045261439
ES614	HydroPumpStorage	1	0.0
ES614	HydroPumpStorage	2	0.0
ES614	Li-Ion_BESS	1	0.00046900661297610325
ES614	Li-Ion_BESS	2	814.9203162124819
ES615	HydroPumpStorage	1	0.0
ES615	HydroPumpStorage	2	0.0
ES615	Li-Ion_BESS	1	0.00043441618246711935
ES615	Li-Ion_BESS	2	0.0046248134850649285
ES616	HydroPumpStorage	1	0.0
ES616	HydroPumpStorage	2	0.0
ES616	Li-Ion_BESS	1	0.00044644641548693384
ES616	Li-Ion_BESS	2	0.041381148274145275
ES617	HydroPumpStorage	1	107050.67500047876
ES617	HydroPumpStorage	2	107050.67500056556
ES617	Li-Ion_BESS	1	0.00044775953303677964
ES617	Li-Ion_BESS	2	0.008740585927181159
ES618	HydroPumpStorage	1	58765.58000073824
ES618	HydroPumpStorage	2	58765.580000824295
ES618	Li-Ion_BESS	1	0.000450629980271486
ES618	Li-Ion_BESS	2	0.01000658826104852
ES620	HydroPumpStorage	1	0.0
ES620	HydroPumpStorage	2	0.0
ES620	Li-Ion_BESS	1	0.00045005942522717286
ES620	Li-Ion_BESS	2	0.015720642830152592
EU	HydroPumpStorage	1	740683.8060239293
EU	HydroPumpStorage	2	740683.8060316889
EU	Li-Ion_BESS	1	0.0004396576533807956
EU	Li-Ion_BESS	2	16686.03760338381
France	HydroPumpStorage	1	184296.00000007183
France	HydroPumpStorage	2	184296.00000029776
France	Li-Ion_BESS	1	0.00035865171458298976
France	Li-Ion_BESS	2	0.0453470403499778
Italy	HydroPumpStorage	1	42488.59997272224
Italy	HydroPumpStorage	2	42488.59998267952
Italy	Li-Ion_BESS	1	0.0004632944565178243
Italy	Li-Ion_BESS	2	21435.96723939923
Portugal	HydroPumpStorage	1	107254.08000053812
Portugal	HydroPumpStorage	2	107254.08000062687
Portugal	Li-Ion_BESS	1	0.00044668162760712246
Portugal	Li-Ion_BESS	2	0.004711692077577701
